,Unnamed: 0,ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeboorteTotaal_24,GeboorteRelatief_25,SterfteTotaal_26,SterfteRelatief_27,HuishoudensTotaal_28,Eenpersoonshuishoudens_29,HuishoudensZonderKinderen_30,HuishoudensMetKinderen_31,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,PercentageBewoond_38,PercentageOnbewoond_39,Koopwoningen_40,HuurwoningenTotaal_41,Appartement_48,Tussenwoning_49,Hoekwoning_50,TweeOnderEenKapWoning_51,VrijstaandeWoning_52,AfstandTotHuisartsenpraktijk_94,AfstandTotGroteSupermarkt_95,AfstandTotKinderdagverblijf_96,AfstandTotSchool_97,ScholenBinnen3Km_98,TotaleOppervlakte_4,BouwgrondOpp
99,99,99,Verspreide huizen Babyloniënbroek,Aalburg                                 ,Buurt     ,BU07380609,75,35,40,15,15,10,25,10,0,12,0,0,20,5,5,15,3.3,12.0,92.0,8.0,77.0,23.0,,,,,4540.0,4.0,4.2,2.9,2.2,1.4,682,104
100,100,100,Aalsmeer,Aalsmeer                                ,Gemeente  ,GM0358    ,31373,15516,15857,5866,3484,7221,9089,5713,249,7,274,8,12965,3803,3805,5357,2.4,1559.0,96.0,4.0,63.0,35.0,2020.0,3210.0,3320.0,3810.0,4400.0,0.9,0.8,0.7,0.7,4.4,3229,51
101,101,101,Wijk 00 Aalsmeer,Aalsmeer                                ,Wijk      ,WK035800  ,12235,5945,6285,1815,1320,2590,3420,3105,100,8,190,15,5465,1900,1735,1825,2.2,1741.0,95.0,5.0,58.0,38.0,2130.0,3080.0,3120.0,3710.0,4370.0,0.9,0.6,0.8,0.7,4.4,1440,6
102,102,102,Centrum,Aalsmeer                                ,Buurt     ,BU03580000,2435,1145,1290,325,195,610,575,745,25,10,85,34,1165,500,375,285,2.0,4542.0,92.0,8.0,55.0,34.0,2130.0,3610.0,3580.0,3990.0,4160.0,0.8,0.5,0.5,0.5,4.0,61,0
103,103,103,Stommeer,Aalsmeer                                ,Buurt     ,BU03580001,6390,3085,3300,1025,735,1340,1915,1390,45,7,75,12,2810,960,820,1020,2.2,3477.0,97.0,3.0,59.0,37.0,2130.0,3000.0,3030.0,3580.0,4580.0,0.8,0.7,0.8,0.6,4.2,192,0
104,104,104,Hornmeer,Aalsmeer                                ,Buurt     ,BU03580004,2500,1245,1255,345,295,490,605,775,25,9,15,7,1090,310,410,370,2.3,966.0,95.0,5.0,54.0,46.0,2200.0,3090.0,3170.0,4080.0,3490.0,1.3,0.5,0.7,0.7,6.0,278,0
105,105,105,Uiterweg,Aalsmeer                                ,Buurt     ,BU03580005,900,460,440,125,100,155,330,205,5,5,10,11,395,125,125,140,2.3,438.0,83.0,17.0,68.0,30.0,,3350.0,,3800.0,4590.0,1.5,1.5,1.6,1.8,2.8,910,6
106,106,106,Wijk 01 Kudelstraat en Kalslagen,Aalsmeer                                ,Wijk      ,WK035801  ,9210,4595,4615,1860,990,2350,2695,1330,75,8,45,4,3755,995,1125,1630,2.5,2117.0,97.0,3.0,65.0,35.0,1960.0,3240.0,3410.0,4180.0,4430.0,0.8,0.9,0.5,0.7,3.2,826,0
107,107,107,Kudelstaart,Aalsmeer                                ,Buurt     ,BU03580100,9210,4595,4615,1860,990,2350,2695,1330,75,8,45,4,3755,995,1125,1630,2.5,2117.0,97.0,3.0,65.0,35.0,1960.0,3240.0,3410.0,4180.0,4430.0,0.8,0.9,0.5,0.7,3.2,826,0
108,108,108,Wijk 02 Oosteinde,Aalsmeer                                ,Wijk      ,WK035802  ,9920,4970,4950,2200,1180,2290,2980,1280,70,7,40,3,3740,905,935,1895,2.6,1134.0,96.0,4.0,70.0,30.0,1790.0,3360.0,3510.0,3800.0,4420.0,0.9,0.9,0.7,0.8,5.4,962,45
109,109,109,Bovenlanden,Aalsmeer                                ,Buurt     ,BU03580200,985,505,475,125,135,200,340,205,5,6,10,10,430,140,145,155,2.3,640.0,91.0,9.0,69.0,30.0,,,3090.0,3510.0,4310.0,1.0,1.3,1.3,1.8,4.7,219,30
110,110,110,Greenpark,Aalsmeer                                ,Buurt     ,BU03580201,770,410,360,115,105,155,255,150,10,12,10,11,325,100,110,120,2.4,367.0,91.0,9.0,78.0,21.0,,1910.0,2890.0,3830.0,4020.0,1.3,0.7,1.3,1.3,5.5,216,0
111,111,111,Oosteinde,Aalsmeer                                ,Buurt     ,BU03580205,7760,3845,3915,1930,910,1870,2240,830,50,6,15,2,2800,620,610,1580,2.8,2921.0,97.0,3.0,68.0,32.0,1760.0,3370.0,3520.0,3970.0,4650.0,0.9,0.9,0.5,0.5,5.5,274,0
112,112,112,Schinkelpolder,Aalsmeer                                ,Buurt     ,BU03580206,400,205,195,40,40,75,155,100,5,9,0,4,180,50,80,55,2.2,165.0,92.0,8.0,82.0,14.0,,,,3720.0,4420.0,1.8,2.2,1.7,1.9,5.2,252,15
113,113,113,Aalten,Aalten                                  ,Gemeente  ,GM0197    ,27047,13625,13422,4459,2963,5641,8259,5725,219,8,268,9,11302,3340,3902,4060,2.3,280.0,96.0,4.0,70.0,29.0,1900.0,2620.0,2730.0,3270.0,3560.0,1.3,1.3,1.2,0.8,4.6,9705,418
114,114,114,Wijk 01 Buitengebied Aalten,Aalten                                  ,Wijk      ,WK019701  ,4140,2160,1985,715,615,720,1335,755,30,6,20,5,1480,305,535,640,2.7,61.0,94.0,6.0,85.0,14.0,3820.0,3360.0,2910.0,3900.0,4020.0,3.6,3.0,2.5,1.6,2.5,6799,304
115,115,115,Barlo-Kern,Aalten                                  ,Buurt     ,BU01970101,110,50,60,20,15,25,35,10,0,0,0,0,35,5,10,20,3.1,2547.0,100.0,0.0,97.0,3.0,,,,3380.0,3240.0,3.5,3.1,0.1,0.1,1.1,4,0
116,116,116,Verspreide huizen Barlo,Aalten                                  ,Buurt     ,BU01970102,600,345,255,115,100,125,165,85,5,9,0,3,160,25,60,70,2.9,81.0,92.0,8.0,85.0,14.0,,,,4050.0,4030.0,3.3,3.1,1.5,1.5,2.4,745,18
117,117,117,Verspreide huizen Heurne,Aalten                                  ,Buurt     ,BU01970103,370,190,175,60,50,65,120,60,5,10,0,0,140,35,45,55,2.6,49.0,99.0,1.0,85.0,14.0,,,,3550.0,4580.0,2.7,3.0,2.6,2.5,2.7,757,36
118,118,118,Verspreide huizen IJzerlo,Aalten                                  ,Buurt     ,BU01970104,470,225,240,75,75,80,150,85,0,6,0,2,165,25,55,80,2.8,52.0,93.0,7.0,85.0,14.0,,,,4440.0,3600.0,4.3,1.7,3.0,1.7,1.3,896,17
119,119,119,IJzerlo-kern,Aalten                                  ,Buurt     ,BU01970105,150,70,80,25,20,20,45,35,0,0,0,6,55,10,20,20,2.7,1405.0,93.0,7.0,92.0,8.0,,,,2690.0,3000.0,5.2,0.3,3.7,0.3,1.0,11,0
120,120,120,Lintelo-kern,Aalten                                  ,Buurt     ,BU01970106,145,75,70,10,20,25,50,30,0,6,0,6,60,5,35,15,2.4,1450.0,98.0,2.0,90.0,10.0,,,,3330.0,3200.0,5.2,4.8,2.8,0.2,1.0,10,0
121,121,121,Verspreide huizen ten westen van Aalten,Aalten                                  ,Buurt     ,BU01970107,245,135,110,45,25,35,85,50,0,0,0,4,100,25,35,35,2.4,51.0,92.0,8.0,82.0,15.0,3840.0,,,5660.0,4130.0,2.7,2.3,1.3,2.3,3.8,488,46
122,122,122,Verspreide huizen Lintelo,Aalten                                  ,Buurt     ,BU01970108,645,330,310,110,80,105,215,125,5,7,5,7,235,45,95,95,2.7,48.0,96.0,4.0,84.0,15.0,,,,3730.0,4240.0,5.0,4.5,2.8,1.7,1.0,1336,42
123,123,123,Verspreide huizen Dalese Veld,Aalten                                  ,Buurt     ,BU01970109,105,55,50,15,25,15,30,10,0,18,0,0,35,5,10,15,2.9,16.0,97.0,3.0,70.0,30.0,,,,,5100.0,4.2,3.8,3.1,3.2,0.9,661,43
124,124,124,Verspreide huizen Dale,Aalten                                  ,Buurt     ,BU01970110,630,330,300,100,90,90,220,115,0,3,5,6,235,40,95,95,2.7,83.0,95.0,5.0,87.0,13.0,3490.0,,,4100.0,4220.0,2.3,2.0,1.6,1.6,5.1,758,16
125,125,125,Verspreide huizen Haart,Aalten                                  ,Buurt     ,BU01970111,585,305,280,100,75,100,180,120,5,8,5,8,225,60,60,95,2.6,52.0,90.0,10.0,84.0,14.0,,,,4170.0,4330.0,3.1,3.4,3.5,1.7,3.0,1128,85
126,126,126,Haart-kern,Aalten                                  ,Buurt     ,BU01970112,75,35,35,15,15,10,20,10,0,13,0,26,20,0,0,15,3.3,1537.0,92.0,8.0,92.0,8.0,,,,4190.0,4310.0,3.5,3.3,4.8,0.2,2.0,5,0
127,127,127,Wijk 02 Bredevoort,Aalten                                  ,Wijk      ,WK019702  ,1925,1010,915,310,200,390,650,365,10,5,20,11,810,230,280,290,2.3,195.0,95.0,5.0,76.0,23.0,1750.0,2810.0,2670.0,3180.0,3530.0,1.0,0.8,3.0,0.7,2.1,1014,84
128,128,128,Verspreide huizen Bredevoort,Aalten                                  ,Buurt     ,BU01970201,210,120,95,35,25,35,80,35,0,0,0,4,75,15,25,35,2.8,36.0,93.0,7.0,85.0,15.0,,,,3800.0,4470.0,2.6,2.2,2.3,1.8,1.6,613,57
129,129,129,Verspreide huizen Hollenberg,Aalten                                  ,Buurt     ,BU01970202,210,120,90,20,20,40,75,45,0,0,5,18,90,20,35,30,2.3,156.0,98.0,2.0,88.0,12.0,,,,3100.0,3590.0,1.7,1.6,2.0,1.7,6.7,137,12
130,130,130,Verspreide huizen Het Zwanenbroek,Aalten                                  ,Buurt     ,BU01970203,75,40,35,5,15,5,30,10,0,13,0,26,30,10,5,10,2.6,38.0,96.0,4.0,82.0,14.0,,,,,4040.0,1.4,1.4,3.7,1.4,2.2,204,14
131,131,131,Bredevoort,Aalten                                  ,Buurt     ,BU01970204,1425,730,695,240,135,310,460,270,10,7,15,11,615,185,215,215,2.3,2498.0,95.0,5.0,74.0,25.0,1630.0,2790.0,2670.0,3120.0,3190.0,0.6,0.4,3.2,0.4,1.5,60,0
132,132,132,Wijk 03 Aalten Kern,Aalten                                  ,Wijk      ,WK019703  ,12785,6365,6415,2170,1330,2860,3675,2735,105,8,140,10,5455,1730,1810,1910,2.3,2502.0,95.0,5.0,69.0,29.0,1810.0,2570.0,2760.0,3160.0,3430.0,0.8,0.9,0.7,0.6,6.0,517,0
133,133,133,Aalten-kern West,Aalten                                  ,Buurt     ,BU01970301,2065,1040,1020,350,180,460,585,485,15,8,10,6,890,270,315,300,2.3,3857.0,99.0,1.0,73.0,27.0,1610.0,2500.0,2620.0,3160.0,3290.0,0.9,0.6,0.8,0.7,6.0,54,0
134,134,134,Aalten-kern Zuid 1,Aalten                                  ,Buurt     ,BU01970302,2435,1235,1200,465,260,620,680,400,25,10,20,9,1015,275,345,390,2.4,1508.0,98.0,2.0,78.0,22.0,1380.0,2550.0,2760.0,3090.0,3440.0,0.7,1.2,0.6,0.5,6.0,164,0
135,135,135,Aalten-kern Zuid 2,Aalten                                  ,Buurt     ,BU01970303,1555,800,755,280,245,295,575,150,10,7,5,3,550,100,160,285,2.7,2408.0,97.0,3.0,80.0,20.0,1400.0,2830.0,3060.0,3240.0,3840.0,1.2,1.7,1.1,0.9,6.0,65,0
136,136,136,Aalten-kern Noord/Noordoost,Aalten                                  ,Buurt     ,BU01970304,2675,1310,1365,430,250,555,710,720,15,6,30,11,1195,415,405,370,2.2,3014.0,91.0,9.0,67.0,26.0,1730.0,2420.0,2720.0,3120.0,3180.0,0.7,0.7,0.6,0.6,6.2,90,0
137,137,137,Aalten Kern 't Kobus,Aalten                                  ,Buurt     ,BU01970305,775,390,385,230,65,245,185,40,15,20,0,2,255,30,65,155,3.0,1851.0,98.0,2.0,87.0,13.0,,2610.0,2670.0,3590.0,3970.0,1.8,1.4,0.5,1.6,6.0,42,0
138,138,138,Aalten-kern Oost,Aalten                                  ,Buurt     ,BU01970306,1045,540,510,180,120,255,305,180,10,9,5,3,435,105,155,170,2.4,3362.0,98.0,2.0,82.0,18.0,,2620.0,2690.0,2930.0,3370.0,0.7,1.2,0.5,0.4,6.0,32,0
139,139,139,Aalten-kern Centrum,Aalten                                  ,Buurt     ,BU01970307,2225,1045,1175,220,200,420,630,750,10,4,60,27,1110,525,350,230,1.9,3207.0,93.0,7.0,48.0,51.0,1870.0,2510.0,2920.0,3090.0,3450.0,0.4,0.4,0.4,0.3,6.0,70,0
140,140,140,Wijk 04 Dinxperlo,Aalten                                  ,Wijk      ,WK019704  ,8190,4085,4105,1260,810,1660,2590,1865,70,8,80,10,3550,1065,1270,1210,2.3,598.0,97.0,3.0,64.0,35.0,1940.0,2670.0,2670.0,3210.0,3430.0,1.0,1.1,0.9,0.6,3.9,1376,30
141,141,141,Dinxperlo Centrum/Oost,Aalten                                  ,Buurt     ,BU01970400,2765,1330,1430,375,235,585,760,800,30,10,55,20,1300,505,420,365,2.1,3184.0,96.0,4.0,49.0,47.0,1980.0,2490.0,2330.0,2850.0,3240.0,0.7,0.4,0.5,0.5,4.0,87,0
142,142,142,Dinxperlo Noord,Aalten                                  ,Buurt     ,BU01970401,1810,925,885,245,200,340,605,415,5,3,10,6,775,215,285,265,2.3,2984.0,97.0,3.0,69.0,31.0,1850.0,2780.0,2880.0,3300.0,3350.0,0.7,0.9,0.7,0.6,4.3,61,0
143,143,143,Dinxperlo West,Aalten                                  ,Buurt     ,BU01970402,2415,1210,1205,435,235,515,815,405,25,10,10,3,1000,245,360,390,2.4,1920.0,98.0,2.0,70.0,30.0,1720.0,2810.0,2830.0,3130.0,3400.0,0.6,1.0,0.6,0.6,4.1,128,2
144,144,144,De Heurne-kern,Aalten                                  ,Buurt     ,BU01970403,315,160,155,50,35,60,115,45,5,18,0,0,125,25,45,50,2.5,1399.0,98.0,2.0,87.0,13.0,,2420.0,2760.0,3640.0,3410.0,3.1,3.6,3.3,0.5,1.7,23,0
145,145,145,Verspreide huizen Dinxperlo,Aalten                                  ,Buurt     ,BU01970408,240,125,115,40,15,40,75,60,0,0,0,0,95,10,50,30,2.5,143.0,94.0,6.0,84.0,15.0,,,,3870.0,3980.0,1.5,1.7,1.2,1.2,4.5,170,3
146,146,146,Verspreide huizen De Heurne,Aalten                                  ,Buurt     ,BU01970409,640,330,310,105,75,110,215,130,5,6,5,7,250,55,90,100,2.5,71.0,94.0,6.0,86.0,14.0,,,,4220.0,3740.0,3.8,3.2,2.8,1.6,2.5,908,25
147,147,147,Achtkarspelen,Achtkarspelen                           ,Gemeente  ,GM0059    ,27893,14185,13708,5112,3284,6404,7891,5202,269,9,228,8,11608,3418,3688,4502,2.4,273.0,97.0,3.0,63.0,35.0,1630.0,2340.0,2460.0,2890.0,3140.0,1.6,1.6,0.8,0.7,3.5,10398,78
148,148,148,Wijk 00 Noord,Achtkarspelen                           ,Wijk      ,WK005900  ,11955,6095,5860,2230,1440,2735,3350,2195,105,8,85,7,4940,1445,1580,1920,2.4,258.0,97.0,3.0,63.0,36.0,1560.0,2310.0,2490.0,2780.0,3020.0,1.5,1.7,0.7,0.7,3.4,4709,45
149,149,149,Buitenpost,Achtkarspelen                           ,Buurt     ,BU00590000,5085,2505,2580,910,575,1110,1340,1150,40,8,55,10,2180,705,710,765,2.3,2045.0,98.0,2.0,59.0,38.0,1500.0,2250.0,2280.0,2570.0,2840.0,0.9,0.9,0.6,0.7,3.0,253,0
150,150,150,Twijzel,Achtkarspelen                           ,Buurt     ,BU00590001,1005,530,475,180,135,230,290,165,5,6,5,6,415,120,125,165,2.4,540.0,97.0,3.0,67.0,32.0,2240.0,2020.0,2380.0,2980.0,3430.0,0.8,3.0,0.7,0.6,2.0,186,0
151,151,151,Kootstertille,Achtkarspelen                           ,Buurt     ,BU00590002,2150,1090,1055,420,275,525,575,345,25,11,5,1,880,245,285,345,2.4,1715.0,98.0,2.0,58.0,42.0,1920.0,2470.0,2720.0,3070.0,3050.0,0.7,0.6,0.6,0.4,5.3,144,0
152,152,152,Twijzelerheide,Achtkarspelen                           ,Buurt     ,BU00590003,1555,820,735,290,195,375,485,210,15,11,10,5,630,155,195,275,2.5,1237.0,96.0,4.0,59.0,41.0,1280.0,2470.0,2850.0,2670.0,3010.0,2.2,2.3,0.5,0.4,4.2,126,0
153,153,153,Gerkesklooster,Achtkarspelen                           ,Buurt     ,BU00590004,730,385,340,140,80,190,205,110,10,13,5,6,305,95,90,120,2.4,1178.0,95.0,5.0,66.0,34.0,1220.0,2040.0,2500.0,3030.0,2720.0,6.1,5.6,0.6,0.6,1.0,64,0
154,154,154,Verspreide huizen Buitenpost,Achtkarspelen                           ,Buurt     ,BU00590005,675,340,335,145,80,160,185,100,5,7,0,2,250,45,85,115,2.7,42.0,97.0,3.0,74.0,26.0,,,,2780.0,3070.0,2.0,2.0,1.5,1.7,2.6,1602,31
155,155,155,Verspreide huizen Twijzel,Achtkarspelen                           ,Buurt     ,BU00590006,75,40,35,15,5,10,30,10,0,0,0,0,30,5,10,10,2.4,11.0,97.0,3.0,97.0,0.0,,,,,3520.0,1.8,2.4,1.8,1.8,1.6,718,10
156,156,156,Verspreide huizen Kootstertille,Achtkarspelen                           ,Buurt     ,BU00590007,350,190,160,75,45,70,115,45,0,0,0,5,125,25,40,60,2.8,58.0,97.0,3.0,91.0,6.0,,,,,3620.0,1.6,2.0,1.6,1.4,4.6,636,0
157,157,157,Verspreide huizen Twijzelerheide,Achtkarspelen                           ,Buurt     ,BU00590008,240,130,110,30,40,35,90,40,0,0,0,4,95,25,30,35,2.5,51.0,95.0,5.0,91.0,8.0,,,,3650.0,2840.0,2.5,3.3,1.9,1.9,3.3,474,2
158,158,158,Verspreide huizen Gerkesklooster,Achtkarspelen                           ,Buurt     ,BU00590009,80,45,35,15,5,15,25,15,0,0,0,0,30,5,5,15,2.8,16.0,90.0,10.0,90.0,6.0,,,,,3150.0,5.7,5.4,1.9,1.9,0.9,506,2
159,159,159,Wijk 01 Centrum,Achtkarspelen                           ,Wijk      ,WK005901  ,3270,1680,1590,630,430,780,940,485,40,13,20,6,1320,390,385,545,2.5,163.0,97.0,3.0,72.0,27.0,1700.0,2310.0,2300.0,2950.0,3170.0,2.7,2.4,0.6,0.6,3.2,2087,24
160,160,160,Stroobos,Achtkarspelen                           ,Buurt     ,BU00590100,270,150,115,60,35,75,65,30,0,7,0,11,100,30,30,45,2.6,903.0,96.0,4.0,78.0,21.0,,2570.0,2260.0,3650.0,3470.0,6.6,6.2,0.3,0.3,1.0,45,0
161,161,161,Drogeham,Achtkarspelen                           ,Buurt     ,BU00590102,1515,755,760,290,185,365,405,265,20,15,5,5,625,195,190,235,2.4,1235.0,98.0,2.0,69.0,31.0,1540.0,2270.0,2290.0,2830.0,2950.0,0.7,0.4,0.4,0.4,4.6,123,0
162,162,162,Augustinusga,Achtkarspelen                           ,Buurt     ,BU00590103,1060,545,515,205,145,270,320,115,15,13,5,6,430,125,115,190,2.5,1053.0,98.0,2.0,71.0,28.0,2170.0,2310.0,2360.0,2780.0,3230.0,4.3,3.8,0.5,0.5,2.0,102,2
163,163,163,Verspreide huizen Stroobos,Achtkarspelen                           ,Buurt     ,BU00590107,60,30,25,15,5,15,15,0,0,49,0,0,20,5,0,15,2.9,26.0,95.0,5.0,86.0,14.0,,,,,2980.0,6.8,6.8,1.3,1.3,1.0,249,0
164,164,164,Verspreide huizen Drogeham,Achtkarspelen                           ,Buurt     ,BU00590108,190,100,90,35,35,25,55,35,0,5,0,5,70,15,20,35,2.8,22.0,96.0,4.0,86.0,13.0,,,,,3620.0,1.8,1.6,1.5,1.5,3.0,919,21
165,165,165,Verspreide huizen Augustinusga,Achtkarspelen                           ,Buurt     ,BU00590109,170,90,80,15,25,25,75,30,0,0,0,11,70,15,25,30,2.4,28.0,93.0,7.0,86.0,11.0,,,,,3760.0,3.8,3.7,2.4,2.4,1.5,649,0
166,166,166,Wijk 02 Zuid,Achtkarspelen                           ,Wijk      ,WK005902  ,12665,6410,6255,2250,1405,2885,3600,2520,120,9,120,9,5345,1585,1725,2035,2.3,352.0,97.0,3.0,60.0,37.0,1670.0,2370.0,2460.0,3010.0,3230.0,1.4,1.3,1.0,0.7,3.7,3602,9
167,167,167,Surhuisterveen,Achtkarspelen                           ,Buurt     ,BU00590200,5555,2725,2830,910,585,1235,1505,1315,55,9,70,12,2455,830,805,815,2.2,1762.0,96.0,4.0,52.0,42.0,1650.0,2310.0,2410.0,2910.0,2940.0,1.0,0.6,0.8,0.6,4.7,315,2
168,168,168,Harkema,Achtkarspelen                           ,Buurt     ,BU00590201,4010,2055,1960,780,445,975,1105,705,35,8,25,6,1655,460,520,675,2.4,1615.0,98.0,2.0,63.0,37.0,1690.0,2510.0,2530.0,3120.0,3290.0,0.6,0.6,0.8,0.5,3.4,249,1
169,169,169,Surhuizum,Achtkarspelen                           ,Buurt     ,BU00590202,910,485,425,165,135,205,275,130,5,8,5,4,355,90,110,155,2.5,936.0,98.0,2.0,74.0,26.0,1400.0,2320.0,2400.0,2750.0,3020.0,3.9,3.9,1.9,0.4,2.1,97,0
170,170,170,Boelenslaan,Achtkarspelen                           ,Buurt     ,BU00590203,710,350,360,140,55,195,220,100,5,9,5,9,305,90,85,125,2.3,1072.0,97.0,3.0,67.0,33.0,2360.0,2300.0,2590.0,2900.0,3510.0,3.9,3.0,0.3,0.4,2.0,66,0
171,171,171,Verspreide huizen Surhuisterveen,Achtkarspelen                           ,Buurt     ,BU00590206,370,195,175,70,40,70,125,60,0,8,0,5,135,15,50,70,2.7,84.0,95.0,5.0,61.0,38.0,,,,3060.0,4010.0,2.4,1.8,1.4,1.7,3.6,443,0
172,172,172,Verspreide huizen Harkema,Achtkarspelen                           ,Buurt     ,BU00590207,280,165,115,45,35,50,105,45,0,10,0,3,105,10,40,50,2.7,71.0,100.0,0.0,86.0,14.0,,,,,3780.0,1.9,1.9,1.8,1.6,2.8,404,1
173,173,173,Verspreide huizen Surhuizum,Achtkarspelen                           ,Buurt     ,BU00590208,390,205,185,80,45,80,115,70,5,10,5,15,150,40,40,70,2.6,28.0,97.0,3.0,94.0,6.0,,,,,3420.0,3.7,3.7,2.7,1.9,2.6,1395,0
174,174,174,Verspreide huizen Boelenslaan,Achtkarspelen                           ,Buurt     ,BU00590209,425,230,195,55,55,75,145,95,5,14,5,11,175,35,65,70,2.4,67.0,92.0,8.0,80.0,20.0,,,,4650.0,3520.0,3.0,3.3,1.5,1.5,2.4,633,5
175,175,175,Alblasserdam,Alblasserdam                            ,Gemeente  ,GM0482    ,20008,9809,10199,3943,2473,4654,5070,3868,236,11,185,9,8076,2353,2483,3240,2.5,2276.0,96.0,4.0,60.0,40.0,2020.0,3050.0,3200.0,3820.0,4520.0,0.8,0.6,0.5,0.5,7.0,1006,15
176,176,176,Wijk 01 Centrum,Alblasserdam                            ,Wijk      ,WK048201  ,4770,2305,2460,975,535,1075,1130,1060,60,12,40,8,1990,645,620,735,2.4,5228.0,95.0,5.0,64.0,36.0,2260.0,2910.0,3180.0,3710.0,4380.0,0.5,0.5,0.5,0.5,7.1,113,0
177,177,177,Cortgene,Alblasserdam                            ,Buurt     ,BU04820101,875,425,450,145,95,135,235,275,10,13,10,14,370,115,140,125,2.4,4124.0,96.0,4.0,73.0,27.0,1910.0,3330.0,3610.0,3840.0,4490.0,0.6,0.6,0.7,0.7,7.0,23,0
178,178,178,Redersbuurt,Alblasserdam                            ,Buurt     ,BU04820102,675,295,380,105,60,115,155,245,0,5,10,16,365,195,90,85,1.8,6931.0,94.0,6.0,28.0,72.0,2110.0,2750.0,2900.0,,,0.5,0.2,0.3,0.4,7.0,10,0
179,179,179,kerkbuurt,Alblasserdam                            ,Buurt     ,BU04820103,1615,800,810,390,210,455,355,205,25,16,10,7,620,180,165,280,2.6,7170.0,95.0,5.0,73.0,27.0,1830.0,2820.0,3240.0,3590.0,3620.0,0.5,0.2,0.3,0.2,7.2,25,0
180,180,180,Polderbuurt,Alblasserdam                            ,Buurt     ,BU04820104,540,260,280,115,85,130,150,65,5,11,0,3,195,50,45,105,2.8,3727.0,92.0,8.0,83.0,17.0,,2890.0,2530.0,3350.0,4670.0,0.5,0.9,0.8,0.8,7.4,17,0
181,181,181,De Werven,Alblasserdam                            ,Buurt     ,BU04820105,1055,520,535,220,90,245,235,275,10,12,0,3,435,105,190,145,2.4,4576.0,96.0,4.0,66.0,34.0,2820.0,3050.0,3460.0,4400.0,4730.0,0.5,0.9,0.8,0.8,7.0,39,0
182,182,182,Wijk 02 Kinderdijk,Alblasserdam                            ,Wijk      ,WK048202  ,3880,1970,1910,795,495,1020,990,590,40,10,25,7,1565,490,430,655,2.4,4076.0,96.0,4.0,59.0,41.0,1800.0,3010.0,3300.0,3810.0,4400.0,1.4,0.6,0.3,0.5,6.8,131,1
183,183,183,Dijk,Alblasserdam                            ,Buurt     ,BU04820201,580,295,280,90,80,125,170,115,10,17,5,8,230,60,90,85,2.5,1921.0,95.0,5.0,89.0,11.0,2100.0,3490.0,3330.0,3760.0,4470.0,1.1,1.1,0.6,0.7,6.5,60,0
184,184,184,Vogelbuurt,Alblasserdam                            ,Buurt     ,BU04820202,1260,640,615,240,135,370,325,200,10,8,5,5,560,210,150,205,2.2,8282.0,97.0,3.0,60.0,40.0,1820.0,2930.0,3200.0,3660.0,,1.5,0.5,0.3,0.4,6.9,16,0
185,185,185,Waterland,Alblasserdam                            ,Buurt     ,BU04820203,465,235,230,75,85,80,170,65,0,2,0,8,160,30,55,85,2.8,5245.0,99.0,1.0,68.0,32.0,,2990.0,4050.0,4650.0,5770.0,1.3,0.4,0.6,0.9,7.0,9,0
186,186,186,Groene Long,Alblasserdam                            ,Buurt     ,BU04820204,10,5,5,5,5,0,5,0,0,0,0,0,0,0,0,5,4.3,64.0,,,,,,,,,,1.3,1.0,0.8,0.9,7.0,23,1
187,187,187,Rivierenbuurt,Alblasserdam                            ,Buurt     ,BU04820205,950,480,470,190,130,245,210,185,5,9,10,10,405,160,95,160,2.3,8174.0,92.0,8.0,38.0,61.0,1730.0,2980.0,3000.0,3620.0,3970.0,1.5,0.3,0.2,0.3,7.0,12,0
188,188,188,Nieuw Kinderdijk,Alblasserdam                            ,Buurt     ,BU04820206,610,305,300,200,70,205,115,25,5,14,0,3,195,40,45,120,3.0,6753.0,99.0,1.0,56.0,44.0,1340.0,3100.0,3370.0,3710.0,3530.0,1.4,0.7,0.1,0.2,6.4,11,0
189,189,189,Wijk 03 Blokweer,Alblasserdam                            ,Wijk      ,WK048203  ,7520,3695,3825,1500,965,1840,2065,1160,90,12,40,5,3015,800,940,1285,2.5,8652.0,98.0,2.0,62.0,38.0,1760.0,3010.0,3180.0,4010.0,4230.0,0.6,0.7,0.5,0.4,7.0,89,0
190,190,190,Zeelt,Alblasserdam                            ,Buurt     ,BU04820301,1000,505,495,200,140,210,335,120,0,3,5,5,360,70,110,185,2.8,7778.0,99.0,1.0,83.0,17.0,1660.0,3660.0,3650.0,4090.0,4400.0,0.7,1.0,0.3,0.3,7.0,13,0
191,191,191,Middelland,Alblasserdam                            ,Buurt     ,BU04820302,595,300,295,105,95,100,240,65,5,8,0,0,215,35,75,110,2.8,6997.0,97.0,3.0,98.0,2.0,,3370.0,3490.0,4750.0,4440.0,0.6,1.0,0.4,0.4,7.0,9,0
